Datetime,Open,High,Low,Close,Volume
2025-09-30 09:00:00,100.0,100.2273,99.3687,99.798,2349
2025-09-30 09:01:00,99.798,100.5603,99.2557,99.908,1668
2025-09-30 09:02:00,99.908,100.5239,99.6818,100.1029,2297
2025-09-30 09:03:00,100.1029,100.6613,99.4571,100.0592,2017
2025-09-30 09:04:00,100.0592,100.5081,99.273,99.8906,2567
2025-09-30 09:05:00,99.8906,100.1482,99.4774,99.8128,1803
2025-09-30 09:06:00,99.8128,100.4063,99.4087,99.9075,2531
2025-09-30 09:07:00,99.9075,100.6946,99.5746,100.1346,2299
2025-09-30 09:08:00,100.1346,100.4963,99.9004,100.1984,1856
2025-09-30 09:09:00,100.1984,100.4998,99.5027,100.0013,2159
2025-09-30 09:10:00,100.0013,100.6318,99.7573,100.1946,2331
2025-09-30 09:11:00,100.1946,100.7451,99.8935,100.3193,1960
2025-09-30 09:12:00,100.3193,101.0348,99.9492,100.492,2152
2025-09-30 09:13:00,100.492,100.7539,100.0419,100.3979,2076
2025-09-30 09:14:00,100.3979,100.9832,100.0765,100.5298,2613
2025-09-30 09:15:00,100.5298,100.6602,100.3995,100.5147,1737
2025-09-30 09:16:00,100.5147,100.6804,100.3489,100.4818,2014
2025-09-30 09:17:00,100.4818,100.606,100.3576,100.4697,2303
2025-09-30 09:18:00,100.4697,100.6089,100.3306,100.4501,2157
2025-09-30 09:19:00,100.4501,100.585,100.3153,100.4327,2415
2025-09-30 09:20:00,100.4327,100.6253,100.2401,100.3864,2311
2025-09-30 09:21:00,100.3864,100.5118,100.261,100.3991,1921
2025-09-30 09:22:00,100.3991,100.5463,100.2519,100.3755,2186
2025-09-30 09:23:00,100.3755,100.5226,100.2285,100.399,1741
2025-09-30 09:24:00,100.399,100.5273,100.2708,100.3849,2294
2025-09-30 09:25:00,100.3849,100.5726,100.1972,100.3411,1585
2025-09-30 09:26:00,100.3411,100.4927,100.1894,100.3669,1507
2025-09-30 09:27:00,100.3669,100.5136,100.2201,100.3903,1819
2025-09-30 09:28:00,100.3903,100.5803,100.2002,100.4353,2153
2025-09-30 09:29:00,100.4353,100.5556,100.315,100.4251,2414
2025-09-30 09:30:00,100.4251,99.1033,98.4741,98.6059,7447
2025-09-30 09:31:00,98.6059,98.7535,98.4583,98.5821,2061
